airport_code,city,coordinate,country,image_url,airport_name,icao,time_zone,city_code,country_iso2
AIV,Aliceville,33.1295681:-88.1514166,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/AL17nRoadSign4-Aliceville_%2825105823407%29.jpg/960px-AL17nRoadSign4-Aliceville_%2825105823407%29.jpg,George Downer,KAIV,America/Chicago,AIV,US
AIW,Ai-ais,-27.98:17.58,Namibia,,Ai-ais,FYAA,Africa/Windhoek,AIW,
AIZ,Kaiser (Lake Ozark),38.1336451:-92.5899056,United States,,Lee C Fine Memorial,KAIZ,America/Chicago,AIZ,US
AJA,Ajaccio,41.919229:8.738635,France,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Port_Tino_Rossi_-_Ajaccio_%2815148706455%29.jpg/800px-Port_Tino_Rossi_-_Ajaccio_%2815148706455%29.jpg,Ajaccio Napoleon Bonaparte Airport,LFKJ,Europe/Paris,AJA,FR
AJF,Sakaka Al Jouf,29.79:40.1,Saudi Arabia,,Jouf Airport,OESK,Asia/Riyadh,AJF,SA
AJI,Agri,39.7216667:43.0566667,Turkey,,Agri Airport,LTCO,Europe/Istanbul,AJI,TR
AJJ,Akjoujt,19.747311:-14.39091,Mauritania,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Akjoujt_City.JPG/800px-Akjoujt_City.JPG,Akjoujt,GQNJ,Africa/Nouakchott,AJJ,MR
AJK,Araak,34.140461:49.848436,Iran,,Araak,OIHR,Asia/Tehran,AJK,IR
AJL,Aizawl,23.75:92.8,India,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/DowntownAizawl.png/960px-DowntownAizawl.png,Aizawl Airport,VELP,Asia/Kolkata,AJL,IN
AJN,Anjouan,-12.2138145:44.4370606,Comoros,,Ouani,FMCV,Indian/Comoro,AJN,KM
AJO,Aljouf,15.72:44.25,Yemen,,,,,,
AJR,Arvidsjaur,65.59:19.28,Sweden,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Arvidsjaur-church_1.jpg/724px-Arvidsjaur-church_1.jpg,Arvidsjaur Airport,ESNX,Europe/Stockholm,AJR,SE
AJS,Abreojos,26.73:-113.56,Mexico,,Abreojos,,America/Mazatlan,AJS,MX
AJU,Aracaju,-10.9095421:-37.0747732,Brazil,https://upload.wikimedia.org/wikipedia/commons/a/a1/Ponte_do_Imperador_Aracaju.jpg,Aracaju Airport,SBAR,America/Maceio,AJU,BR
AJY,Agades,16.9666667:7.9833333,Niger,,Agades,DRZA,Africa/Niamey,AJY,NE
AKA,Ankang,32.684781:109.029303,China,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Hanbin%2C_Ankang%2C_Shaanxi%2C_China_-_panoramio_-_monicker.jpg/960px-Hanbin%2C_Ankang%2C_Shaanxi%2C_China_-_panoramio_-_monicker.jpg,Ankang,ZLAK,Asia/Chongqing,AKA,CN
AKB,Atka,52.1961111:-174.2005556,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Atka.JPG/960px-Atka.JPG,Atka,PAAK,America/Adak,AKB,US
AKC,Akron,41.0814447:-81.5190053,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Downtown_skyline_as_seen_from_Ohio_%26_Erie_Canalway_at_Martin_Luther_King_Boulevard%2C_Akron%2C_Ohio_-_20200530.jpg/960px-Downtown_skyline_as_seen_from_Ohio_%26_Erie_Canalway_at_Martin_Luther_King_Boulevard%2C_Akron%2C_Ohio_-_20200530.jpg,Fulton International,KAKR,America/New_York,CAK,US
AKD,Akola,20.70388:76.997093,India,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/India_Akola_Maharashtra_temple.jpg/800px-India_Akola_Maharashtra_temple.jpg,Akola,VAAK,Asia/Kolkata,AKD,IN
AKE,Akieni,-1.13:13.92,Gabon,,Akieni,FOGA,Africa/Libreville,AKE,GA
AKF,Kufrah,24.18:23.31,Libya,,Kufrah,HLKF,Africa/Tripoli,AKF,LY
AKG,Anguganak,-3.55:142.22,Papua New Guinea,,Anguganak,AYGU,Pacific/Port_Moresby,AKG,PG
AKH,Al Kharj,24.1585059:47.3217253,Saudi Arabia,,Prince Sultan Air Base,OEPS,Asia/Riyadh,AKH,SA
AKI,Akiak,60.9122222:-161.2138889,United States,,Akiak,PFAK,America/Anchorage,AKI,US
AKJ,Asahikawa,43.7706355:142.364819,Japan,,Asahikawa Airport,RJEC,Asia/Tokyo,AKJ,JP
AKK,Akhiok,56.9455556:-154.1702778,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Protection_of_the_Holy_Theotokos_Chapel%2C_Akhiok%2C_Alaska.jpg/800px-Protection_of_the_Holy_Theotokos_Chapel%2C_Akhiok%2C_Alaska.jpg,Akhiok SPB,PAKH,America/Anchorage,AKK,US
AKL,Auckland,-36.8484597:174.7633315,New Zealand,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Auckland%2C_New_Zealand_2025.jpg/960px-Auckland%2C_New_Zealand_2025.jpg,Auckland Airport,NZAA,Pacific/Auckland,AKL,NZ
AKM,Zakouma,10.9:19.82,Chad,,Zakouma,,Africa/Ndjamena,AKM,TD
AKN,King Salmon,58.6883333:-156.6613889,United States,,King Salmon Airport,PAKN,America/Anchorage,AKN,US
AKO,Akron,40.1605373:-103.2143843,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Downtown_skyline_as_seen_from_Ohio_%26_Erie_Canalway_at_Martin_Luther_King_Boulevard%2C_Akron%2C_Ohio_-_20200530.jpg/960px-Downtown_skyline_as_seen_from_Ohio_%26_Erie_Canalway_at_Martin_Luther_King_Boulevard%2C_Akron%2C_Ohio_-_20200530.jpg,Colorado Plains Regional Airport,KAKO,America/Denver,AKO,US
AKP,Anaktuvuk,68.13:-151.74,United States,,Anaktuvuk,PAKP,America/Anchorage,AKP,US
AKQ,Astraksetra,-4.616667:105.233333,Indonesia,,Gunung Batin,,Asia/Jakarta,AKQ,ID
AKR,Akure,7.25:5.3,Nigeria,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/International_Culture_event_cente%2C_Akure%2C_Ondo_state.jpg/960px-International_Culture_event_cente%2C_Akure%2C_Ondo_state.jpg,Akure,DNAK,Africa/Lagos,AKR,NG
AKT,Akrotiri,34.59:32.99,Cyprus,,Raf Akrotiri,LCRA,Asia/Nicosia,AKT,CY
AKU,Aksu,41.168779:80.260605,China,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Outside_of_Aksu_with_Tian_Shan_range.jpg/960px-Outside_of_Aksu_with_Tian_Shan_range.jpg,Aksu Airport,ZWAK,Asia/Shanghai,AKU,CN
AKV,Akulivik,60.817681:-78.1442409,Canada,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Akulivik.jpg/960px-Akulivik.jpg,Akulivik,CYKO,America/Iqaluit,AKV,CA
AKW,Aghajari,,Iran,,Aghajari,OIAG,Asia/Tehran,AKW,IR
AKX,Aktyubinsk,50.25:57.21,Kazakhstan,,Aktyubinsk Airport,UATT,Asia/Aqtobe,AKX,KZ
AKY,Sittwe,20.1444444:92.8969444,Myanmar,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Sittwe%2C_Burma.JPG/800px-Sittwe%2C_Burma.JPG,Civil Airport,VYSW,Asia/Rangoon,AKY,MM
ALA,Almaty,43.255058:76.912628,Kazakhstan,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/13_%D0%92%D0%B8%D0%B4_%D0%BD%D0%B0_%D0%90%D0%BB%D0%BC%D0%B0-%D0%90%D1%82%D1%83_%D1%81_%D0%B3%D0%BE%D1%80%D1%8B_%D0%9A%D0%BE%D0%BA_%D0%A2%D1%8E%D0%B1%D0%B5.jpg/800px-13_%D0%92%D0%B8%D0%B4_%D0%BD%D0%B0_%D0%90%D0%BB%D0%BC%D0%B0-%D0%90%D1%82%D1%83_%D1%81_%D0%B3%D0%BE%D1%80%D1%8B_%D0%9A%D0%BE%D0%BA_%D0%A2%D1%8E%D0%B1%D0%B5.jpg,Almaty Airport,UAAA,Asia/Almaty,ALA,KZ
ALB,Albany,42.6525793:-73.7562317,United States,,Albany International Airport,KALB,America/New_York,ALB,US
ALC,Alicante,38.34521:-0.4809945,Spain,https://upload.wikimedia.org/wikipedia/commons/8/85/Alicante%2C_Spain.jpg,Alicante-Elche Airport,LEAL,Europe/Madrid,ALC,ES
ALD,Alerta,-11.68:-69.33,Peru,,Alerta,SPAR,America/Lima,ALD,PE
ALE,Alpine,30.3584919:-103.6610115,United States,,Alpine,,America/Chicago,ALE,US
ALF,Alta,69.98:23.37,Norway,,Alta Airport,ENAT,Europe/Oslo,ALF,NO
ALG,Algiers,36.752887:3.042048,Algeria,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/La_Grande_Poste_d%27Alger.jpg/800px-La_Grande_Poste_d%27Alger.jpg,Houari Boumediene Airport,DAAG,Africa/Algiers,ALG,DZ
ALH,Albany,-35.0238227:117.8847286,Australia,,Albany Airport,YABA,Australia/Perth,ALH,AU
ALI,Alice,27.7522487:-98.0697249,United States,,International,KALI,America/Chicago,ALI,US
ALJ,Alexander Bay,-28.60453:16.48712,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Alexander_Bay_Airport_Terminal.jpg/800px-Alexander_Bay_Airport_Terminal.jpg,Alexander Bay Airport,FAAB,Africa/Johannesburg,ALJ,ZA
ALK,Asela,7.949604:39.139839,Ethiopia,,Asela,,Africa/Addis_Ababa,ALK,ET
ALL,Albenga,44.0484502:8.2149591,Italy,,Albenga,LIMG,Europe/Rome,ALL,IT
ALM,Alamogordo,32.8995325:-105.960265,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Alamogordo_Tenth_Street_water_tower_long_shot.jpg/960px-Alamogordo_Tenth_Street_water_tower_long_shot.jpg,Municipal,KALM,America/Denver,ALM,US
ALN,Alton,38.8906038:-90.1842764,United States,,Alton,KALN,America/Chicago,ALN,US
ALO,Waterloo,42.4927641:-92.3429631,United States,,Waterloo Airport,KALO,America/Chicago,ALO,US
ALP,Aleppo,36.215549:37.159279,Syria,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Aleppo_old_city_image.jpg/800px-Aleppo_old_city_image.jpg,Nejrab,OSAP,Asia/Damascus,ALP,SY
ALQ,Alegrete,-29.7848016:-55.775657,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/00_DSC00509_lagoa.jpg/960px-00_DSC00509_lagoa.jpg,Federal,SSLT,America/Sao_Paulo,ALQ,BR
ALR,Alexandra,-45.2566329:169.3930242,New Zealand,,Alexandra,NZLX,Pacific/Auckland,ALR,NZ
ALS,Alamosa,37.4694491:-105.8700214,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Alamosa%2C_Colorado.JPG/800px-Alamosa%2C_Colorado.JPG,Alamosa Municipal Airport,KALS,America/Denver,ALS,US
ALT,Alenquer,-1.9424698:-54.7374382,Brazil,https://upload.wikimedia.org/wikipedia/commons/8/87/Alenquer-pa.jpg,Alenquer,SDWQ,America/Santarem,ALT,BR
ALU,Alula,11.95:50.73,Somalia,,Alula,HCMA,Africa/Mogadishu,ALU,SO
ALV,Andorra La Vella,,Andorra,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Andorra_la_Vella_-_view2.jpg/799px-Andorra_la_Vella_-_view2.jpg,,,,,
ALW,Walla Walla,46.0645809:-118.3430209,United States,,Walla Walla Airport,KALW,America/Los_Angeles,ALW,US
ALX,Alexander City,32.944012:-85.9538532,United States,,Thomas C Russell Field,KALX,America/Chicago,ALX,US
ALY,Alexandria,31.2135:29.9443,Egypt,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Corniche_of_Alexandria.jpg/960px-Corniche_of_Alexandria.jpg,El Nohza,HEAX,Africa/Cairo,ALY,EG
ALZ,Alitak,,United States,,Alitak SPB,,America/Anchorage,ALZ,US
AMA,Amarillo,35.2219971:-101.8312969,United States,,Rick Husband Amarillo International Airport,KAMA,America/Chicago,AMA,US
AMB,Ambilobe,-13.19554:49.050468,Madagascar,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Ambilobe%2C_Diana_Province%2C_Madagascar.jpg/800px-Ambilobe%2C_Diana_Province%2C_Madagascar.jpg,Ambilobe,FMNE,Indian/Antananarivo,AMB,MG
AMC,Am Timan,11.03:20.27,Chad,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Marche_du_dimanche_%C3%A0_AM-TIMAN.jpg/960px-Marche_du_dimanche_%C3%A0_AM-TIMAN.jpg,Am Timan,FTTN,Africa/Ndjamena,AMC,TD
AMD,Ahmedabad,23.0395677:72.5660045,India,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/SG_Highway_Skyline.jpg/800px-SG_Highway_Skyline.jpg,Ahmedabad Airport,VAAH,Asia/Kolkata,AMD,IN
AME,Alto Molocue,-15.63:37.7,Mozambique,,Alto Molocue,,Africa/Maputo,AME,MZ
AMF,Ama,-4.1:141.67,Papua New Guinea,,Ama,AYAA,Pacific/Port_Moresby,AMF,PG
AMG,Amboin,-4.6:143.5,Papua New Guinea,,Amboin,,Pacific/Port_Moresby,AMG,PG
AMH,Arba Mintch,6.0333333:37.55,Ethiopia,,Arba Mintch Airport,HAAM,Africa/Addis_Ababa,AMH,ET
AMI,Mataram,-8.56:116.09,Indonesia,https://upload.wikimedia.org/wikipedia/commons/5/54/Hubbul_Wathan_Islamic_Center.jpg,Selaparang,WADA,Asia/Makassar,AMI,ID
AMJ,Almenara,-16.188682:-40.6879731,Brazil,,Almenara,SNAR,America/Sao_Paulo,AMJ,BR
AMK,Durango,37.2:-107.87,United States,,Animas Airpark,,America/Denver,DRO,US
AML,Puerto Armuellas,8.27:-82.86,Panama,,Puerto Armuellas,,America/Panama,AML,PA
AMM,Amman,,Jordan,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/New_Abdali_2024.png/800px-New_Abdali_2024.png,Queen Alia International Airport,OJAI,Asia/Amman,AMM,JO
AMN,Alma,-4.6:143.5,United States,,Gratiot Community,KAMN,America/Detroit,AMN,US
AMO,Mao,14.15:15.31,Chad,,Mao,FTTU,Africa/Ndjamena,AMO,TD
AMP,Ampanihy,-24.7:44.73,Madagascar,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Lavorazione_del_Mohair_ad_Ampanihy_Madagascar.JPG/960px-Lavorazione_del_Mohair_ad_Ampanihy_Madagascar.JPG,Ampanihy,FMSY,Indian/Antananarivo,AMP,MG
AMQ,Ambon,-3.7068937:128.1626039,Indonesia,,Pattimura Airport,WAPP,Asia/Jayapura,AMQ,ID
AMR,Arno,7.0610128:171.647344,Marshall Islands,,Arno,,Pacific/Majuro,AMR,MH
AMS,Amsterdam,52.3730556:4.8922222,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Imagen_de_los_canales_conc%C3%A9ntricos_en_%C3%81msterdam.png/960px-Imagen_de_los_canales_conc%C3%A9ntricos_en_%C3%81msterdam.png,Amsterdam Airport Schiphol,EHAM,Europe/Amsterdam,AMS,NL
AMT,Amata,-26.2682006:131.2602868,Australia,,Amata,YAMT,Australia/Adelaide,AMT,AU
AMU,Amanab,-3.58:141.2,Papua New Guinea,,Amanab,AYAM,Pacific/Port_Moresby,AMU,PG
AMV,Amderma,69.7630556:61.6677778,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Amderma_Airport.jpg/800px-Amderma_Airport.jpg,Amderma,ULDD,Europe/Moscow,AMV,RU
AMW,Ames,42.02335:-93.625622,United States,,Ames,KAMW,America/Chicago,AMW,US
AMX,Ammaroo,-21.74:135.24,Australia,,Ammaroo,YAMM,Australia/Darwin,AMX,AU
AMY,Ambatomainty,-17.68:45.62,Madagascar,,Ambatomainty,,Indian/Antananarivo,AMY,MG
AMZ,Ardmore,-37.0321395:174.9793777,New Zealand,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Ardmore-West-2011.JPG/800px-Ardmore-West-2011.JPG,Ardmore,NZAR,Pacific/Auckland,AMZ,NZ
ANA,Anaheim,,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Sleeping_beauty_castle_dlr_2019.jpg/960px-Sleeping_beauty_castle_dlr_2019.jpg,John Wayne International,HKOM,America/Los_Angeles,ANA,US
ANB,Anniston,33.6598257:-85.8316318,United States,,Anniston Metropolitan,KANB,America/Chicago,ANB,US
ANC,Anchorage,61.2180556:-149.9002778,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/USS_Anchorage_in_Anchorage%2C_Alaska.jpg/800px-USS_Anchorage_in_Anchorage%2C_Alaska.jpg,Ted Stevens Anchorage International Airport,PANC,America/Anchorage,ANC,US
AND,Anderson,40.11:-85.61,United States,,Anderson,KAND,America/New_York,AND,US
ANE,Angers,47.478419:-0.563166,France,,Angers-Marce Airport,LFJR,Europe/Paris,ANE,FR
ANF,Antofagasta,-23.65:-70.4,Chile,,Cerro Moreno International Airport,SCFA,America/Santiago,ANF,CL
ANG,Angouleme,45.648377:0.1562369,France,,Brie-Champniers,LFBU,Europe/Paris,ANG,FR
ANH,Anuha Island Resort,,Solomon Islands,,Anuha Island Resort,,Pacific/Guadalcanal,ANH,SB
ANI,Aniak,61.5828109:-159.540714,United States,,Aniak Airport,PANI,America/Anchorage,ANI,US
ANJ,Zanaga,-2.85:13.82,Republic of the Congo,,Zanaga,FCBZ,Africa/Brazzaville,ANJ,CG
ANL,Andulo,-11.47:16.7,Angola,,Andulo,,Africa/Luanda,ANL,AO
ANM,Antalaha,-14.89866:50.277809,Madagascar,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Antalahas_beach_%284932556154%29.jpg/800px-Antalahas_beach_%284932556154%29.jpg,Antsirabato,FMNH,Indian/Antananarivo,ANM,MG
ANN,Annette Island,55.1465969:-131.4235601,United States,,Annette Island,PANT,America/Metlakatla,ANN,US
ANO,Angoche,-16.18:39.94,Mozambique,,Angoche,FQAG,Africa/Maputo,ANO,MZ
ANP,Annapolis,38.9784453:-76.4921829,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Some_Annapolis_commercial_strip.jpg/800px-Some_Annapolis_commercial_strip.jpg,Lee,KANP,America/New_York,ANP,US
ANQ,Angola,41.6347726:-84.9994088,United States,,Tri-State Steuben County,KANQ,America/Indiana/Indianapolis,ANQ,US
ANR,Antwerp,51.21992:4.39625,Belgium,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Amberes%3B_vistas_MAS_2.jpg/960px-Amberes%3B_vistas_MAS_2.jpg,Antwerp International Airport,EBAW,Europe/Brussels,ANR,BE
ANS,Andahuaylas,-13.6575:-73.3833333,Peru,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/%C2%A8vista_panor%C3%A1mica_de_Andahuaylas_%C2%A8.jpg/960px-%C2%A8vista_panor%C3%A1mica_de_Andahuaylas_%C2%A8.jpg,Andahuaylas,SPHY,America/Lima,ANS,PE
ANT,St Anton,,Austria,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/St_anton_skiroute_3_galzigbahn_v2.png/800px-St_anton_skiroute_3_galzigbahn_v2.png,St Anton,,Europe/Vienna,ANT,AT
ANU,St. John's,17.117528:-61.845557,Antigua and Barbuda,,V.C. Bird International Airport,TAPA,America/Antigua,ANU,AG
ANV,Anvik,62.6561111:-160.2066667,United States,,Anvik Airport,PANV,America/Anchorage,ANV,US
ANW,Ainsworth,42.5475:-99.8588889,United States,,Ainsworth,KANW,America/Chicago,ANW,US
ANX,Andenes,69.3161099:16.1252903,Norway,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Andenes%2C_Norway_2006.jpg/800px-Andenes%2C_Norway_2006.jpg,Andenes Airport,ENAN,Europe/Oslo,ANX,NO
ANY,Anthony,37.1533554:-98.0311727,United States,,Anthony,KANY,America/Chicago,ANY,US
ANZ,Angus Downs,-25.03:132.28,Australia,,Angus Downs,,Australia/Darwin,ANZ,AU
AOA,Aroa,-9.02:146.8,Papua New Guinea,,Aroa,,Pacific/Port_Moresby,AOA,PG
AOB,Annanberg,-4.916667:144.666667,Papua New Guinea,,Annanberg,,Pacific/Port_Moresby,AOB,PG
AOC,Altenburg,50.9921829:12.4443291,Germany,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Altenburg_Frauenfels.jpg/800px-Altenburg_Frauenfels.jpg,Altenburg Nobitz,EDAC,Europe/Berlin,AOC,DE
AOD,Abou Deia,11.47:19.28,Chad,,Abou Deia,,Africa/Ndjamena,AOD,TD
AOG,Anshan,41.108546:122.994646,China,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Anshan_City_Skyline.jpg/960px-Anshan_City_Skyline.jpg,Anshan Teng'ao Airport,ZYAS,Asia/Shanghai,AOG,CN
AOH,Lima,40.742551:-84.1052256,United States,,Allen County,KAOH,America/New_York,AOH,US
AOI,Ancona,43.6158439:13.5187386,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Ancona_veduta_14.jpg/800px-Ancona_veduta_14.jpg,Ancona Falconara Airport,LIPY,Europe/Rome,AOI,IT
AOJ,Aomori,40.822072:140.7473647,Japan,,Aomori Airport,RJSA,Asia/Tokyo,AOJ,JP
AOK,Karpathos,35.42:27.15,Greece,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Pigadia.jpg/960px-Pigadia.jpg,Karpathos Airport,LGKP,Europe/Athens,AOK,GR
AOL,Paso De Los Libres,-29.7137101:-57.0855601,Argentina,,Paso De Los Libres,SARL,America/Argentina/Cordoba,AOL,AR
AON,Arona,-6.3:146.02,Papua New Guinea,,Arona,,Pacific/Port_Moresby,AON,PG
AOO,Martinsburg,40.3111875:-78.3241795,United States,,Altoona Airport,KAOO,America/New_York,AOO,US
AOR,Alor Setar,6.119359:100.36769,Malaysia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/AlorSetarSkyline.jpg/800px-AlorSetarSkyline.jpg,Sultan Abdul Halim Airport,WMKA,Asia/Kuala_Lumpur,AOR,MY
AOS,Amook,57.47:-153.83,United States,,Amook,AK81,America/Anchorage,AOS,US
AOT,Aosta,45.7350001:7.313234,Italy,,Corrado Gex,LIMW,Europe/Rome,AOT,IT
AOU,Attopeu,14.8:106.83,Laos,,Attopeu,VLAP,Asia/Vientiane,AOU,LA
APB,Apolo,-14.71923:-68.4114351,Bolivia,,Apolo,SLAP,America/La_Paz,APB,BO
APC,Napa,38.3047222:-122.2988889,United States,,Napa County,KAPC,America/Los_Angeles,APC,US
APE,San Juan Aposento,-15.35:-75.17,Peru,,San Juan Aposento,SPAO,America/Lima,APE,PE
APF,Naples,26.1420358:-81.7948103,United States,,Naples Municipal Airport,KAPF,America/New_York,APF,US
APH,Bowling Green,38.0495789:-77.3466468,United States,,Camp A P Hill,KAPH,America/New_York,APH,US
API,Apiay,4.08:-73.56,Colombia,,Apiay,SKAP,America/Bogota,API,CO
APK,Apataki,-15.3020786:-146.3502545,French Polynesia,,Apataki,NTGD,Pacific/Tahiti,APK,PF
APL,Nampula,-15.1166667:39.2666667,Mozambique,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/NampulaNighttime.jpg/800px-NampulaNighttime.jpg,Nampula Airport,FQNP,Africa/Maputo,APL,MZ
APN,Alpena,45.0616794:-83.4327528,United States,,Alpena County Regional Airport,KAPN,America/Detroit,APN,US
APO,Apartado,7.03:-77.2,Colombia,,Apartado Airport,SKLC,America/Bogota,APO,CO
APP,Asapa,-8.983333:148.133333,Papua New Guinea,,Asapa,,Pacific/Port_Moresby,APP,PG
APQ,Arapiraca,-9.7516401:-36.6604257,Brazil,https://upload.wikimedia.org/wikipedia/commons/8/83/Arapiraca392.jpg,Arapiraca,SNAL,America/Maceio,APQ,BR
APR,April River,-4.7:142.53,Papua New Guinea,,April River,AYPE,Pacific/Port_Moresby,APR,PG
APS,Anapolis,-16.3287035:-48.9533977,Brazil,,Anapolis,SWNS,America/Sao_Paulo,APS,BR
APT,Jasper,35.0742448:-85.6260789,United States,,Marion County,KAPT,America/Chicago,APT,US
APU,Apucarana,-23.5515189:-51.4613781,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Catedral_de_Apucarana_-_Paran%C3%A1_-_Brasil.jpg/800px-Catedral_de_Apucarana_-_Paran%C3%A1_-_Brasil.jpg,Apucarana,SSAP,America/Sao_Paulo,APU,BR
APV,Apple Valley,34.5008311:-117.1858759,United States,,Apple Valley,KAPV,America/Los_Angeles,APV,US
APW,Apia,-13.8333333:-171.7666667,Samoa,https://upload.wikimedia.org/wikipedia/en/thumb/a/a8/WS-apia-regierg.jpg/800px-WS-apia-regierg.jpg?20240124005029,Faleolo Airport,NSFA,Pacific/Apia,APW,WS
APX,Arapongas,-23.4198926:-51.4254004,Brazil,,Arapongas,SSOG,America/Sao_Paulo,APX,BR
APY,Alto Parnaiba,-9.1114033:-45.9304996,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Cachoeira_das_tabocas_Maranh%C3%A3o._Foto_5.JPG/800px-Cachoeira_das_tabocas_Maranh%C3%A3o._Foto_5.JPG,Alto Parnaiba,SNAI,America/Fortaleza,APY,BR
APZ,Zapala,-38.9023615:-70.0653405,Argentina,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Barrio_582_viviendas_en_Zapala.JPG/800px-Barrio_582_viviendas_en_Zapala.JPG,Zapala,SAHZ,America/Argentina/Salta,APZ,AR
AQA,Araraquara,-21.7941667:-48.1743202,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Araraquara_%282020_October%29_002.jpg/960px-Araraquara_%282020_October%29_002.jpg,Araraquara,SBAQ,America/Sao_Paulo,AQA,BR
AQB,Quiche,15.4983808:-90.9820668,Guatemala,,Quiche Airport,MGQC,America/Guatemala,AQB,GT
AQG,Anqing,30.524895:117.056857,China,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/%E6%8C%AF%E9%A3%8E%E5%A1%94%E5%B7%A6%E6%9C%9B_-_Look_Left_from_Zhenfeng_Pagoda_-_2010.07.jpg/800px-%E6%8C%AF%E9%A3%8E%E5%A1%94%E5%B7%A6%E6%9C%9B_-_Look_Left_from_Zhenfeng_Pagoda_-_2010.07.jpg,Anqing Tianzhushan Airport,ZSAQ,Asia/Shanghai,AQG,CN
AQI,Qaisumah,28.34:46.13,Saudi Arabia,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Al_Qaisumah_Landmark.jpg/777px-Al_Qaisumah_Landmark.jpg,Qaisumah Airport,OEPA,Asia/Riyadh,AQI,SA
AQJ,Aqaba,29.5319199:35.0060842,Jordan,,King Hussein International Airport,OJAQ,Asia/Amman,AQJ,JO
AQM,Ariquemes,-9.9137521:-63.0439731,Brazil,,Ariquemes,SJOG,America/Porto_Velho,AQM,BR
AQP,Arequipa,-16.3988222:-71.5368861,Peru,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Catedral_Arequipa%2C_Peru.jpg/960px-Catedral_Arequipa%2C_Peru.jpg,Rodriguez Ballon International Airport,SPQU,America/Lima,AQP,PE
AQS,Saqani,-16.45:179.73,Fiji,,Saqani,NFBG,Pacific/Fiji,AQS,FJ
AQY,Alyeska,60.97:-149.13,United States,,Alyeska,,America/Anchorage,AQY,US
ARA,New Iberia,30.0035365:-91.8187285,United States,,Acadiana Regional,KARA,America/Chicago,ARA,US
ARB,Ann Arbor,42.2808256:-83.7430378,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Ann_Arbor_Skyline_2021.jpg/800px-Ann_Arbor_Skyline_2021.jpg,Municipal,KARB,America/Detroit,ARB,US
